id,venue_name,venue_type,main_bus,venue_add_one,venue_add_two,venue_pcode,venue_web,venue_phone,venue_email,venue_fb,venue_tw,org_own,mger,mger_email,mger_phone,online_contact_form,follow_up,venue_city,venue_country,notes,std_sign_off,res_sign_off,s_kick_id,latitude,longitude,constituency,wday_opening,wday_closing,wkd_opening,wkd_closing,show_opening,show_closing,variations,promoters,venue_capacity,outdoor_space,type_outdoor_space,Instagram ,PRS Type,PRS Venue cat,Omic,gigmainbiz,MD_pad,NPO,FAC,AIE,MVT,Year Venue Opened ,Year Venue Closed ,LAP_areas 
49,Heebie Jeebies,"bar, pub with music",no,80-82 Seel Street,Liverpool,L14BH,https://www.heebiejeebiesliverpool.com/,?0151 319 2068,info@heebiejeebies.biz,https://www.facebook.com/Officialheebiejeebies,https://twitter.com/OfficialHeebies,Heebie Jeebies Ltd,Graham Stanley,g.stanley@heebiejeebies.biz,7403102105,https://www.heebiejeebiesliverpool.com/contact,,Liverpool,England,,,,49524,53.40161,-2.97825,,17:00:00,03:00:00,17:00:00,04:00:00,,,THU/17:00/04:00; SAT/13:00/04:00; SUN/13:00/04:00,,375,Y,TA,https://www.instagram.com/officialheebies/,Nightclub,Gigs and clubs,,,,,,,,1995,,HD1/CC15/EC6
50,Heswall Hall,Medvenue,no,111 Telegraph Road,Heswall,CH600AF,https://www.heswallhall.co.uk/,0151 342 2614,info@heswallhall.co.uk,https://www.facebook.com/HeswallHall/,https://twitter.com/HeswallHall,Heswall Hall Community Trust,Sarah Douglas ,Sarahd@heswallhall.co.uk,7968204566,https://www.heswallhall.co.uk/contact-us/, ,Wirral,England,"Capacity is across two maximum size rooms, which can be split into two separate rooms each",C,,,53.32726,-3.09785,,,,,,19:00:00,23:00:00,,The Big Room,310,Y,BOTH,https://www.instagram.com/heswallhalllive/,Hall or Institute,Major Live Events,,,,,,,,NA,,
51,Hideaway Southport,rest,no,5 Scarisbrick Ave,Southport,PR81NN,NA,01704 548665,NA,https://www.facebook.com/hideawaysouthport/,NA,,,,,NA,,Southport,England,,,,,53.648036,-3.00875,,10:00:00,16:00:00,10:00:00,17:00:00,,,,,,Y,SA,https://www.instagram.com/hideawaysouthport1/,,Gigs and Clubs,,,,,,,,2018,,
52,Inspire Coffee Bar,rest,no,"The Spire, Breck Road",Wallasey,CH443BD,NA,0151 639 4918,inspirecommunitycafe@yahoo.com,https://www.facebook.com/InSpireCoffeeBar/,NA,,Charlotte Birch,emailed,,NA,,Walllasey,England,Live music every Wednesday between 12:00/13:00,,,,53.41223,-3.05192,,09:30:00,15:30:00,,,,,Closed FRI/SAT/SUN,,,N,,https://www.instagram.com/inspirecommunitycafe/,Cafe,Gigs and Clubs,,,,,,,,2016,,
53,Invisible Wind Factory,largemusic ,yes,3 Regent Road,Liverpool,L37DS,https://www.invisiblewindfactory.com/iwf,0151 236 3160,office@invisiblewindfactory.com,https://www.facebook.com/invisiblewindfactory,https://twitter.com/iwfactory,Kazimier Productions,Liam Naughton,liam@thekazimier.co.uk,7830144081,NA, ,Liverpool,England,,C,,3221064,53.41821,-2.99977,,,,,,18:00:00,23:00:00,,,1200,Y,BOTH,https://www.instagram.com/invisiblewindfactory/,Factory,Gigs and clubs,,1,1,,1,,,2016,,EC1/EC2/CC13
54,Invisible Wind Factory Substation,medvenue,yes,3 Regent Road,Liverpool,L37DS,https://www.invisiblewindfactory.com/substation,0151 236 3160,office@invisiblewindfactory.com,,https://twitter.com/iwfactory,Invisible Wind Factory Limited,Liam Naughton,liam@thekazimier.co.uk,7830144081,NA,,Liverpool,England,,C,,,53.41821,-2.99977,,,,,,22:00:00,04:00:00,,,400,N,,https://www.instagram.com/invisiblewindfactory/,Factory/ Office,,,1,,,1,,,2016,,EC1/EC2/CC13
55,Irish House,"bar, pub with music",no,37 Ranelagh Street,Liverpool,L11JP,https://theirishhouse.co.uk/,0151 351 6710,info@theirishhouse.co.uk,https://www.facebook.com/Theirishhousecraic/,https://twitter.com/theirishhousel1,Pub Invest Group,Adam Clarke,adam.clarke@jsmbars.co.uk,778451135,https://theirishhouse.co.uk/contact/,,Liverpool,England,,,,,53.405194,-2.9797,,11:00:00,01:00:00,11:00:00,02:00:00,,,MON/11:00/02:00,,,Y,SA,https://www.instagram.com/theirishhouseliverpool/,Public House,Gigs and Clubs,,,,,,,,2015,,CC7/CC8/SP1/SP3
56,Jacaranda Club (Basement),smallvenue,yes,21-23 Slater Street,Liverpool,L14BW,https://www.jacarandarecords.com/thejacclub/,0151 709 1400,bookings@heebiejeebies.biz,https://www.facebook.com/thejacclub,https://twitter.com/thejacclub,Graham Clarke,Graham Stanley,g.stanley@heebiejeebies.biz,7403102105,NA, ,Liverpool,England,,C,,101397,53.40241,-2.97957,,,,,,19:00:00,23:00:00,,,80,N,,https://www.instagram.com/thejacclub/,Public House,Gigs and clubs,1,1,1,,1,,,1958,,EC6/CC15/HD1
57,Jacaranda Club (Ground Floor),"bar, pub with music",no,21-23 Slater Street,Liverpool,L14BW,https://www.jacarandarecords.com/thejacclub/,0151 709 1400,bookings@heebiejeebies.biz,https://www.facebook.com/thejacclub,https://twitter.com/thejacclub,Graham Clarke,Graham Stanley,g.stanley@heebiejeebies.biz,7403102105,NA,,Liverpool,England,,,,,53.40241,-2.97957,,15:00:00,03:00:00,15:00:00,04:00:00,,,SUN/15:00/04:00,,,N,,https://www.instagram.com/thejacclub/,Public House,,,,,,1,,,1958,,EC6/CC15/HD1
58,Jimmys,"bar, pub with music",no,130 Bold Street,Liverpool,L14JA,https://jimmys.live/,?0151 640 0134,liverpoolhost@jimmys.group,https://www.facebook.com/JimmysLPL,https://twitter.com/JimmysLiverpool,"George Craig, Jimmy Craig ",Alex Slater ,alex@jimmys.group,7463781718,NA,,Liverpool,England,Opening times are for bar,C,,4279224,53.40186,-2.97598,,12:00:00,01:00:00,12:00:00,02:00:00,19:30:00,22:30:00,MON/17:00/01:00; SAT/11:00/02:00; SUN/12:00/00:00,,250,N,,https://www.instagram.com/jimmys/,Live Music Venue,Gigs and clubs,,,,,1,,,2019,,EC6/HD1/CC15
59,Jupiters Bar,"bar, pub with music",no,10 Hackins Hey,Liverpool,L22AW,NA,0151 227 5265,jupitersbarliverpool@gmail.com,https://www.facebook.com/jupiters.bar/,https://twitter.com/jupitersbarliv1,,,emailed,,NA,,Liverpool,England,,,,3385674,53.4079,-2.99038,,11:00:00,02:00:00,11:00:00,04:00:00,,,,,,N,,,Public House,Gigs and Clubs,,,,,,,,NA,,CC1/EC5/HD1/HD2
60,Kazimier Stockroom,smallvenue,yes,32 Seel Street,Liverpool,L14BE,https://www.invisiblewindfactory.com/stockroom,0151 792 3506,stockroom@thekazimier.co.uk,https://www.facebook.com/kazimierstockroom/,https://twitter.com/KazStockroom,Invisible Wind Factory Limited,Joel Murray,stockroom@thekazimier.co.uk,7791090148,NA, ,Liverpool,England,Some events run later ,C,,485186,53.40285,-2.98164,,,,,,19:00:00,23:00:00,,,100,Y,SA,https://www.instagram.com/kazimierstockroom/,Nightclub,Gigs and clubs,,1,1,,,,,2019,,EC6/CC15
61,Kellys Dispensary ,"bar, pub with music",no,154-158 Smithdown Road,Liverpool,L153JR,NA,0151 733 7672,kellysdispensary@hotmail.com,https://www.facebook.com/KellysDispensarySmithdown/,https://twitter.com/kellysmithdown,WEST HIBERNIA HOLDINGS LIMITED,,emailed,,NA,,Liverpool,England,"Shut in 2020, reopened in 2021 under new mgmt",C,,,53.39186,-2.93274,,16:00:00,00:00:00,12:00:00,00:00:00,,,SAT/10:00/00:00; SUN/10:00/00:00,,150,N,,https://www.instagram.com/kellysdispensary/,Public House,Gigs and Clubs,1,,,,,,,2009,,
62,Lanigans Irish Bar,"bar, pub with music",no,33-35 Ranelagh Street,Liverpool,L11JP,https://www.lanigansbarliverpool.com/,0151 707 8596,pj@lanigansirishbar.co.uk,https://www.facebook.com/lanigansirishbarliverpool/,https://twitter.com/lanigansbarl1,Patrick Lanigan,Niamh,neeveweevepictures@gmail.com,N/A,https://www.lanigansbarliverpool.com/,,Liverpool,England,,C,,,53.40519,-2.97982,,10:00:00,02:00:00,10:00:00,02:00:00,,,,,300,Y,SA,https://www.instagram.com/lanigansirishbar/,Public House,Gigs and Clubs,,,,,,,,2017,,CC7/CC8/SP1/SP3
63,LEAF on Bold Street,rest,no,65-67 Bold Street,Liverpool,L14EZ,https://www.thisisleaf.co.uk/,?0151 707 7747,info@thisisleaf.co.uk,https://www.facebook.com/LEAFonBoldSt,https://twitter.com/LEAFonBoldSt,LEAF tea shop & bar LTD,Charlotte West,charlotte@thisisleaf.co.uk,7548625421,https://www.thisisleaf.co.uk/contact-1, ,Liverpool,England,"Capacity is split into two areas: 350 upstairs, 350 downstairs (standing)",C,,,53.4029,-2.97762,,09:00:00,22:30:00,09:00:00,22:30:00,20:00:00,23:30:00,,,700,Y,SA,https://www.instagram.com/leafonboldst/,Shop,Gigs and clubs,1,,,,,,,2010,,CC7/CC8/SP1/SP3/HD1
64,LEAF on Smithdown Road,rest,no,364-368 Smithdown Road,Liverpool,L155AN,https://www.thisisleaf.co.uk/smithdown-rd,0151 558 1716,info@thisisleaf.co.uk,https://www.facebook.com/leafsmithdown/,https://twitter.com/leafsmithdown,LEAF tea shop & bar LTD,Natalie Haywood,,,https://www.thisisleaf.co.uk/contact-1,,Liverpool,England,Music/arts slot on Wednesdays from 20:00,,,,53.3888,-2.91628,,09:00:00,22:30:00,09:00:00,22:30:00,,,,,,N,,https://www.instagram.com/leafsmithdown/,Shop,Gigs and Clubs,,,,,,,,2019,,
65,Liffey Bar,"bar, pub with music",no,43 Renshaw Street,Liverpool,L12SF,NA,0151 707 9811,NA,https://www.facebook.com/LiffeyLiverpool/,NA,Nextdom Property Limited,,,,NA,,Liverpool,England,,,,,53.40386,-2.97679,,12:00:00,23:00:00,11:00:00,02:00:00,,,SUN/11:00/02:00,,,Y,SA,https://www.instagram.com/liffeybar/,Public House,Gigs and Clubs,,,,,,,,NA,,EC6/CC3
66,Liverpool Arts Bar,"bar, pub with music",yes,22 Hope Street,Liverpool,L19BY,https://www.liverpoolartsbar.com/,NA,info@liverpoolartsbar.com,https://www.facebook.com/liverpoolartsbar,https://twitter.com/livartsbar,Liverpool Arts Society ,Ben Cosgrove ,info@liverpoolartsbar.com,7534431428,NA,,Liverpool,England,,,,,53.40272,-2.96992,,12:00:00,00:00:00,12:00:00,00:00:00,,,,,,N,,https://www.instagram.com/liverpoolartsbar/,,Gigs and clubs,1,1,,,,,,2019,,EC6/HD1/HD2/CC16
67,Liverpool Olympia ,concert,yes,West Derby Road,Liverpool,L69BY,https://www.eventimolympia.co.uk/,0151 263 6633,info@eventimolympia.co.uk,https://www.facebook.com/EventimOlympia/,https://twitter.com/EventimOlympia,Eventim,AoifÇ Niblock,aoife@ghostwriter.events,7708908102,https://www.eventimolympia.co.uk/venue-info, ,Liverpool,England,,C,,9458,53.41551,-2.95769,,,,,,19:00:00,23:00:00,,,1960,N,,https://www.instagram.com/eventimolympia/,Live Music Venue,Gigs and clubs,,1,,,1,,,1905,,
68,Liverpool Philharmonic Hall,concert,yes,Hope Street,Liverpool,L19BP,https://www.liverpoolphil.com,0151 709 3789,customerservices@liverpoolphil.com,https://www.facebook.com/LiverpoolPhilharmonic,https://twitter.com/liverpoolphil,Royal Liverpool Philharmonic,Miles Etchells ,miles.etchells@liverpoolphil.com,7773734218,NA,,Liverpool,England,Some events during the day,C,,,53.40149265,-2.970237206,,,,,,19:00:00,23:00:00,,,1700,N,,https://www.instagram.com/liverpool_philharmonic/,Live Music Venue,Major Live Events,,1,1,1,,1,,1939,,EC6/HD1/CC16
69,Lock & Quay,"bar, pub with music",no,2 Irlam Road,Bootle,L204AH,NA,0151 538 6232,lockandquaybootle@gmail.com,https://www.facebook.com/lockandquaybootle/,https://twitter.com/_lockandquay,SAFE Regneration,Brian Dawe,brian@saferegen.org.uk,,NA,,Liverpool,England,,,,,53.4490204,-2.9978,,12:00:00,22:00:00,12:00:00,23:00:00,,,,,,Y,BOTH,https://www.instagram.com/lockandquaybootle/,,Gigs and clubs,,,,,1,,,NA,,
70,Love & Rockets,"bar, pub with music",no,52 Lark Lane,Liverpool,L178UU,https://www.loveandrocketslarklane.com/,0151 728 2616,enquiriesloveandrockets@gmail.com,https://www.facebook.com/LoveRocketsLL/,https://twitter.com/LoveRocketsLL,Rob Gutmann,,emailed,,NA,,Liverpool,England,,,,,53.38128,-2.94553,,12:00:00,23:30:00,12:00:00,23:30:00,,,SAT/11:00/00:00; SUN/11:00/23:00,,,Y,BOTH,https://www.instagram.com/loveandrocketsbar/,Public House,Gigs and Clubs,,,,,,,,2015,,
71,Lost Lounge,smallclub,no,32 Ranelagh Street,Liverpool,L11QE,https://www.lostliverpool.co.uk/,07494 684890,info@lostliverpool.co.uk,https://www.facebook.com/lostloungeliverpool,NA,,,Emailed,,https://www.lostliverpool.co.uk/,,Liverpool,England,,C,,,53.40491,-2.97988,,09:00:00,00:00:00,09:00:00,02:00:00,21:00:00,04:00:00,,,180,Y,SA,https://www.instagram.com/lostloungeliverpool/,,,,1,,,,,,2021,2023,CC7/CC8/SP1/SP3
72,M&S Bank Arena,arena,yes,"King's Dock, Port of Liverpool, 16 Monarchs Quay",Liverpool,L34FP,https://www.mandsbankarena.com/,0344 800 0400,sales@accliverpool.com,https://www.facebook.com/MandSBankArena/,https://twitter.com/MandSBankArena,Liverpool City Council,Anna Moscardini,anna.moscardini@accliverpool.cominvisb,7515500440,NA, ,Liverpool ,England,,C,,1808,53.3975,-2.99155,,09:00:00,23:00:00,09:00:00,23:00:00,18:30:00,23:00:00,,,11000,N,,https://www.instagram.com/mandsbankarena/,Live Music Venue,Gigs and clubs,,1,,,,,,2008,,EC6/HD2/CC10/CC11
73,Ma Egerton's,"bar, pub with music",no,9 Pudsey Street,Liverpool,L11JA,https://www.maegertons.com/,0151 345 3525,ma@maegertons.com,https://www.facebook.com/MaEgertonsStageDoor/,https://twitter.com/Ma_Egertons,Iain Hoskins,,emailed,,https://www.maegertons.com/contact.html,,Liverpool,England,,C,,,53.40863,-2.97769,,11:00:00,00:30:00,11:00:00,00:30:00,,,SUN/12:00/23:00,,35/60,Y,SA,https://www.instagram.com/maegertons_stagedoor/,Public House,Gigs and Clubs,,,,,,,,1846,,EC6/HD2/CC3
74,MacKenzies Whiskey Bar,"bar, pub with music",no,32 Rodney Street,Liverpool,L12TP,http://www.mackenziesbar.co.uk/,0151 707 3738,info@mackenziesbar.co.uk,https://www.facebook.com/mackenziesliverpool/,NA,Gavin Heard,,emailed,,NA,,Liverpool,England,,,,,53.40207,-2.97334,,12:00:00,23:30:00,12:00:00,02:00:00,,,,,,Y,TA,https://www.instagram.com/mackenziesliverpool/,Public House,Gigs and Clubs,,,,,,,,2015,,H7/HD1/CC17
75,Market Tavern,"bar, pub with music",no,6-10 Newton Gardens,Liverpool,L328RR,NA,0151 548 7939,NA,https://www.facebook.com/MarketTavernKirkby/,NA,Greene King,,,,NA,,Liverpool,England,,,,,53.48143,-2.88664,,09:00:00,23:00:00,09:00:00,23:00:00,,,,,,N,,,Public House,Gigs and Clubs,,,,,,,,2019,,
76,McCooleys Concert Square,"bar, pub with music",no,46-50 Wood Street,Liverpool,L14AQ,https://mccooleys.co.uk/,0151 351 6701,mccooleysbookings@gmail.com,https://www.facebook.com/mccooleys/,https://twitter.com/mccooleys,Pub Invest Group,Dean McClafferty,dean.mcclafferty@jsmbars.co.uk,7871283487,https://mccooleys.co.uk/contact-concert-square/, ,Liverpool,England,,C,,,53.40332,-2.9799,,10:00:00,03:00:00,08:00:00,04:00:00,,,SUN/08:00/03:00,,700,Y,SA,https://www.instagram.com/mccooleys/,Public House,Gigs and Clubs,,,,,,,,2015,,EC6/HD1/CC15
77,McCooleys Mathew Street,"bar, pub with music",no,9-12 Temple Court,Liverpool,L26PY,https://mccooleys.co.uk/mathew-street-home-2/,0151 351 6703,bookingsmathewstreet@mccooleys.co.uk,https://www.facebook.com/McCooleysMathewStreet/,https://twitter.com/mccooleys,Pub Invest Group,Pio Murray,pio.marray@jsmbars.co.uk,7729377691,https://mccooleys.co.uk/contact-mathew-street/,,Liverpool ,England,,C,,,53.40669,-2.98644,,08:00:00,02:00:00,08:00:00,04:01:00,,,,,1000,Y,TA,https://www.instagram.com/mccooleys/,,,,,,,,,,2017,,CC7/CC8/CC9/SP1/SP3/HD2/HD1
78,Mansion Nightclub,largeclub,yes,21 Temple Street,Liverpool,L25RH,http://www.mansion-liverpool.co.uk/,0151 227 4378,info@mansion-liverpool.co.uk,https://www.facebook.com/MansionLiverpool,https://www.facebook.com/MansionLiverpool/,,Declined to share details ,,,https://www.mansion-liverpool.co.uk/contact-us,,Liverpool ,England,,,,,53.40718776,-2.988019091,,,,,,,,,,1000,,,https://www.instagram.com/mansionliverpool/,Nightclub,Gigs and clubs,,1,,,,,,2012,,CC1/EC5/HD1/HD2
79,Melodic Bar and Coffee Shop,"bar, pub with music",no,Constance Street,Liverpool,L38HB,http://www.melodicbarliverpool.com/,NA,bar@melodicdistraction.com,https://www.facebook.com/melodicbarliverpool,NA,Melodic Distraction Ltd,Josh Aitman and James Zaremba,josh@melodicdistraction.com,7760995041,NA,,Liverpool,England,,,,,53.41046,-2.97029,,10:00:00,23:00:00,10:00:00,23:00:00,,,Closed MON; TUE/10:00/18:00; SAT/12:00/23:00; SUN/12:00/23:00,,100,Y,TA,https://www.instagram.com/melodic_bar_liverpool/,,Gigs and clubs,,,1,,,,,2021,,EC6/CC3/CC6
80,Meraki,smallclub,yes,3 Dickson Street,Liverpool,L37EB,https://merakiliverpool.co.uk/,07467 277391,george@merakiliverpool.co.uk,https://www.facebook.com/merakiLiverpool/,NA,Meraki Liverpool Limited,George Griffin,george@merakiliverpool.co.uk,7530440312,https://merakiliverpool.co.uk/, ,Liverpool,England,,C,,,53.41932,-2.99724,,,,,,22:00:00,04:00:00,,,300,Y,BOTH,https://www.instagram.com/merakiliverpool/,,Gigs and clubs,,1,1,,1,,,2017,,EC1/EC2/CC10/CC11/CC13
81,Milo Lounge,rest,no,90 Lark Lane,Liverpool ,L178UU,https://thelounges.co.uk/milo/,0151 727 2285,milo@thelounges.co.uk,https://www.facebook.com/miloloungeliverpool/,https://twitter.com/milo_lounge,Lounges,,emailed,,https://thelounges.co.uk/contact-hq/,,Liverpool,England,Used to be Pistachio restaurant/ Vinyl basement bar,,,,53.38225,-2.94416,,09:00:00,23:00:00,09:00:00,23:00:00,,,,,,Y ,SA,https://www.instagram.com/milolounge_/,Restaurant/Cafe,Gigs and Clubs,,,,,,,,2013,,
82,Molly Malones,"bar, pub with music",no,25-27 Victoria Street,Liverpool,L26QE,https://www.mollymalonesliverpool.com/,0151 236 4394,kelliemarie250914@gmail.com,https://www.facebook.com/MollyMalonesIrishbarLiverpool/,https://twitter.com/molly_malones_,Meenacarn Limited,,emailed,,https://www.mollymalonesliverpool.com/about-us,,Liverpool,England,,C,,,53.4072,-2.987,,11:00:00,00:30:00,11:00:00,02:00:00,,,,,150,Y,SA,https://www.instagram.com/mollymalonesliv/,,Gigs and Clubs,,,,,,,,2014,,CC1/EC5/HD1/HD2
83,Molly's Chambers Bar and Kitchen,"bar, pub with music",no,167 Bridge Street,Birkenhead,CH411AY,NA,0151 647 9114,mollyskerb@outlook.com,https://www.facebook.com/MollysChambersBar/,https://twitter.com/m0llyschambers,,Katie Ward,katesutt@hotmail.co.uk,NA,NA,,Birkenhead,England,,,,4221244,53.39665,-3.01969,,16:00:00,02:00:00,12:00:00,03:00:00,,,Closed MON/TUE/WED; SUN/12:00/00:00,,,Y,TA,https://www.instagram.com/mollyschamberswirral/,Public House,Gigs and Clubs,,,,,,,,2018,,
84,Mountford Hall ,Largevenue,yes,160 Mount Pleasant,Liverpool,L35TR,https://www.liverpoolguild.org/main-menu/about-us/the-refurbishment/mountford-hall,0151 794 8868,booking@liverpool.ac.uk,NA,https://twitter.com/LiverpoolGuild,University Of Liverpool,Ian Spenton,ispenton@liverpool.ac.uk,,NA,,Liverpool,England,,C,,1732,53.40567,-2.96587,,,,,,19:00:00,23:00:00,,,2300/800,N,,https://www.instagram.com/liverpoolguild/,University,Major Live Events,,1,,,,,,1965,,EC6/CC3
85,New Bird Street Warehouse,Largeclub,yes,2-5 New Bird Street,Liverpool,L10DN,NA,NA,newbirdwarehouse@gmail.com,NA,NA,,,emailed,,NA,,Liverpool,England,Event times vary ,C,,,53.39545,-2.97782,,,,,,,,,,800,N,,,,Gigs and Clubs,,1,,,,,,2015,,EC6/CC14/HD2
86,Newington Temple,"bar, pub with music",no,8 Newington,Liverpool,L14ED,https://oldropewalks.co.uk/newingtontemple/,07975 522417,contact.oldropewalks@gmail.com,https://www.facebook.com/bierliverpool/,https://twitter.com/NewingtonTemple,Old Rope Walks Ltd,,emailed,,https://oldropewalks.co.uk/newingtontemple/#contact,,Liverpool,England,Changed from Bier in 2016,,,,53.40353,-2.97849,,15:00:00,00:00:00,15:00:00,01:00:00,,,,,,Y,SA,https://www.instagram.com/newingtontemple/,Public House,Gigs and Clubs,,,,,,,,2016,,CC7/CC8/SP1/SP3/HD1
87,North Shore Troubadour ,smallclub,yes,21 Carlton Street,Liverpool,L37ED,https://northshoreproductions.uk/north-shore-troubadour,07985 449064,nst@northshoreproductions.uk,https://www.facebook.com/NorthShoreTroubadour,https://twitter.com/nstroubadour,Lynton Middendorp,Laura Cotter,Emailed,,https://northshoreproductions.uk/,,Liverpool ,England,Event times vary but are predominantly during evenings,C,,,53.41839,-2.99848,,,,,,20:00:00,04:00:00,,,320/220,Y,TA,https://www.instagram.com/northshore_troubadour/,,Gigs and clubs,,1,,,,,,2016,,EC1/EC2/CC10/CC11/CC13
88,O2 Academy Small,medvenue,yes,11-13 Hotham Street,Liverpool,L35UF,https://www.academymusicgroup.com/o2academyliverpool/,0151 707 3200,mail@o2academyliverpool.co.uk,https://www.facebook.com/o2academyliverpool/,https://twitter.com/O2AcademyLpool,Academy Music Group,Patrick Doherty,patrick@o2academyliverpool.co.uk,7885977713,NA, ,Liverpool ,England,"Prior use was retail, then a music venue in 2000",C,,38299,53.40879,-2.97674,,,,,,19:00:00,23:00:00,,,500,N,,https://www.instagram.com/o2academyliverpool/,Live Music Venue,Major Live Events,,1,,,,1,,2003,,EC6/CC3/HD2
89,O2 Academy Large,largemusic ,yes,11-13 Hotham Street,Liverpool,L35UF,https://www.academymusicgroup.com/o2academyliverpool/,0151 707 3200,mail@o2academyliverpool.co.uk,https://www.facebook.com/o2academyliverpool/,https://twitter.com/O2AcademyLpool,Academy Music Group,Patrick Doherty,patrick@o2academyliverpool.co.uk,7885977713,NA, ,Liverpool ,England,"Prior use was retail, then a music venue in 2000",C,,38299,53.40879,-2.97674,,,,,,19:00:00,23:00:00,,,1200,N,,https://www.instagram.com/o2academyliverpool/,Live Music Venue,Major Live Events,,1,,,,1,,2003,,EC6/CC3/HD2
90,The Old Bank,"bar, pub with music",no,2-8 James Street,Liverpool,L27NE,https://theoldbankliverpool.co.uk/,0151 351 6720,bookings@theoldbankliverpool.co.uk,https://www.facebook.com/theoldbankliverpool/,https://twitter.com/theoldbanklpool,Pub Invest Group,Adam Bridge,adam.bridge@jsmbars.co.uk,,https://theoldbankliverpool.co.uk/contact/,,Liverpool,England,,,,,53.40516,-2.9912,,,,,,,,,,200,Y,SA,https://www.instagram.com/theoldbankliverpool/,,,,,,,,,,2018,,CC1/EC5/HD1/HD2
91,The Old Bank,"bar, pub with music",no,43 South Road Waterloo,Liverpool,L225PE,https://ambertaverns.co.uk/pub/the-old-bank-waterloo/,0151 949 0192,info@ambertaverns.co.uk,https://www.facebook.com/TheOldBankWaterloo/,NA,Amber Taverns,Mick Walsh,MickW@ambertaverns.co.uk,NA,https://ambertaverns.co.uk/contact-us/,,Liverpool,England,Karaoke only ,,,,53.474167,-3.02782,,10:00:00,23:00:00,10:00:00,00:00:00,,,,,,Y,TA,,Public House,Gigs and Clubs,,,,,,,,NA,,
92,Outpost,"bar, pub with music",no,77 Renshaw Street,Liverpool,L12SJ,NA,NA,contact@outpost31liv.com,https://www.facebook.com/OutpostLiverpool/,https://twitter.com/outpost_liv,"Matt Hales, Chris Welsh",Matt Hales ,Contact@outpost31liv.com,7545135614,NA,,Liverpool,England,,C,,3723739,53.40293,-2.97605,,16:00:00,22:00:00,16:00:00,23:00:00,,,Closed MON/TUE/WED; SUN/16:00/21:00,,90,N,,https://www.instagram.com/outpost_liverpool/,Public House,Gigs and clubs,,,,,1,,,2019,,EC6/CC3/HD2
93,OUTPUT Gallery,arts,no,32 Seel Street,Liverpool,L14FD,http://outputgallery.com/,07770 691652,output@thekazimier.co.uk,https://www.facebook.com/outputgallery/,https://twitter.com/outputgallery,Gabrielle de la Puente,Michael Lacey,Emailed,NA,NA,,Liverpool,England,,C,,,53.40282,-2.98158,,11:00:00,17:00:00,11:00:00,17:00:00,,,Closed MON/TUE,,40,N,,https://www.instagram.com/outputgallery/,,Gigs and Clubs,,,,,,,,2018,,
